codigoItem;descricaoItem
9465;PEGVISOMANTO 15 MG (SOMAVERT)
9627;SUNITINIBE MALATO 12,5 MG (SUTENT)
9628;MALATO DE SUNITINIBE 25 MG (SUTENT)
9629;SUNITINIBE MALATO 50 MG (SUTENT)
9715;NUTREN ACTIVE PO - LATA 400G - DIVERSOS SABORES
9716;MEIA ELASTICA TERAPEUTICA DE ALTA COMPRESSAO TAM M(ULTRALINE
9728;VANDETANIBE 300 MG (CAPRELSA)
9729;TACROLIMUS COLIRIO MANIPULADO 03% FRASCO 10 ML (PHARMEDICE)
9731;FINASTERIDA 5 MG
9732;SULTHIAME 50 MG (OSPOLOT)
9733;ELTROMBOPAGUE 50 MG OLAMINA (REVOLADE)
9736;HIDROXIUREIA 500 MG (TEPEV)
9740;SITAGLIPTINA 25 MG (JANUVIA)
9741;FOSFATO DE SITAGLIPTINA CLORIDRATO DE METFORMINA 50MG 1000MG
9742;SITAGLIPTINA 50 MG (JANUVIA)
9743;CLORIDRATO DE PAZOPANIBE 200MG (VOTRIENT)
9744;CLORIDRATO DE PAZOPANIBE 400 MG (VOTRIENT)
9745;FOSFATO DE RUXOLITINIBE 5 MG (JAKAVI)
9750;RIVAROXABANA 15MG (XARELTO)
9751;VALPROATO DE SODIO 500 MG COMP (DEPAKENE) (PORT. 344/98 - C1)
9752;IVABRADINA 7,5 MG (PROCORALAN)
9752;IVABRADINA 75 MG (PROCORALAN)
9753;PIRFENIDONA 267 MG (EGURINEL)
9781;HEMIFUMARATO DE QUETIAPINA 200 MG LIBERACAO PROLONGADA (SERO
9788;ESILATO DE NINTEDANIBE 150MG (OFEV)
9801;TEMOZOLOMIDA 140 MG (TEMODAL)
9802;AXITINIBE 5 MG (INLYTA)
9804;LINAGLIPTINA 5 MG (TRAYENTA)
9805;MODULO DE GLUTAMINA  - GLUTAMAX
9805;MODULO DE GLUTAMINA  400 G - GLUTAMAX
9806;FORMOTEROL 6 MCG BECLOMETASONA 100 MCG (FOSTAIR)
9808;ICATIBANTO 10MGML (FIRAZYR)
9809;DONEPEZILA 10 MG COMP  (PORT. 344/98 - C1)
9810;OXCARBAZEPINA 300 MG (RAMBAXY)
9817;SITAGLIPTINA 100MG (JANUVIA)
9818;INIBIDOR DE C1 ESTERASE 500 UI (BERINERT)
9827;FAMPRIDINA 10MG (FAMPYRA)
9828;MESALAZINA 500MG DE LIBERACAO PROLONGADA (PENTASA)
9837;ACETATO DE OCTREOTIDA 05MGML (SANDOSTATIN)
9839;EXEMESTANO 25 MG (AROMASIN)
9841;CLOBAZAM 10 MG COMP (URBANIL) (PORT. 344/98 - B1)
9845;CANABIDIOL 50 MGML FRASCO 120 ML (ISODIOLEX 6000)
9846;LUMACAFTOR  IVACAFTOR 200 MG 125 MG (ORKAMBI)
9847;MERCAPTOPURINA 50MG (PURINETHOL)
9850;LEVODOPA 200 MG BENSERAZIDA 50 MG (PROLOPA)
9851;MALEATO DE FLUVOXAMINA 100 MG (LUVOX)
9852;DOXAZOSINA 2 MG (DUOMO)
9853;ARIPIPRAZOL 20 MG COMPRIMIDO (ARISTAB)  (PORT. 344/98 - C1)
9855;NUTRIDRINK PROTEIN PO - 700G
9856;SITAGLIPTINA METFORMINA 50MG  + 850MG (JANUMET)
9856;SITAGLIPTINA METFORMINA 50 MG850 MG (JANUMET)
9857;HIDRALAZINA 50MG (APRESOLINA)
9859;XINAFOATO DE SALMETEROL PROPIONATO DE FLUTICASONA 50MCG+ 500MCG (SERETIDE)
9887;VENLAFAXINA CLORIDRATO 150 MG CAPS LIBER PROLONGADA (VENLIFT OD)  (PORT. 344/98 - C1)
9889;ESOMEPRAZOL MAGNESIO 20MG
9891;DAPAGLIFLOZINA CLORIDRATO DE METFORMINA 5 MG 1000 MG COMP LIBERACAO PROLONG  (XIGDUO)
9892;ECULIZUMAB 300 MG FRASCO 30ML (SOLIRIS)
9893;DIAZOXIDO 25 MG (PROGLICEM)
9896;FLUTICASONA FUROATO 0,5 MG/G 27,5 MCG, SUSPENS�O SPRAY NASAL, FRASCO 120 DOSES (AVAMYS)
9896;FLUTICASONA FUROATO 05 MGG 275 MCG SUSPENSAO SPRAY NASAL FR
9921;METILFENIDATO CLORIDRATO 40 MG MICROGRANULOS DE LIBERACAO MODIFICADA (RITALINA LA) (PORT. 344/98 - A3)
9930;LENALIDOMIDA 25 MG (REVLIMID)
10204;OMALIZUMABE 150 MG (XOLAIR)
10412;SORBITOL LAURILSULFATO DE SODIO 714 MGG 77 MGG (MINILAX)
10502;MIGALASTAT 123 MG (GALAFOLD)
10503;COLECALCIFEROL (VITAMINA D3) 3300 UIML (FARMASA)
10512;PORTA ALGOD�O 08CM X 08CM DE A�O
10513;CAIXA PERFURDA PARA AUTOCLAVE EM ACO INOX 36X22X9CM
10549;IBUPROFENO 600 MG COMP
10550;NITRATO DE MICONAZOL 20 MG/G CREME VAGINAL (BISNAGA 80 G)
10555;INFLIXIMABE 100 MG SOLUCAO INJETAVEL (REMSIMA)
10565;MESILATO DE DABRAFENIBE 50 MG (TANFINLAR)
10566;TRAMETINIBE DIMETILSULFOXIDO 2 MG (MEKINIST)
10579;GABAPENTINA 300 MG CAPS (EMPAK)  (PORT. 344/98 - C1)
10596;IMUNOGLOBULINA HUMANA 5G FRASCO AMPOLA 50ML (PRIVIGEN)
10608;LINAGLIPTINA CLORIDRATO DE METFORMINA 25 MG 1000 MG (TRAYENT
10631;UMECLIDINIO (BROMETO) TRIFENATATO DE VILANTEROL 62,5/25 MCG F
10632;BOSENTANA MONOIDRATADA 125 MG COMP
10644;TESTE RAPIDO PARA DETECCAO QUALITATIVO ANTIGENO DE SARS COV 2 - KIT (CAIXA COM 25)
10645;INOTUZUMABE OZOGAMICINA 1 MG (BESPONSA)
10652;LANREOTIDA ACETATO 120 MG SOLUCAO INJETAVEL DE LIBERACAO PRO
10653;SELADORA DE EMBALAGEM DE PAPEL GRAU CIRURGICO- MODELO RSP-35
10654;SUPORTE E CORTADOR DE ROLOS OU BOBINAS- MODELO RSD-450
10668;DEXAMETASONA 2 MGML 1ML
10732;EVEROLIMO 1 MG (CERTICAN)
10752;CRIZOTINIBE 250 MG (XALKORI)
10753;ESTOJO INTRUMENTAL 8 DIVISORIAS (12CMX05X02)
10782;MANDRIL PARA CONTRA ANGULO
10797;COLETOR DE URINA SISTEMA FECHADO 500 ML- OSTOMIZADOS
10856;TOCILIZUMABE 20 MGML 10ML (ACTEMRA)
10893;TRASTUZUMABE ENTANSINA 100 MG (KADCYLA)
10903;FRALDA DESCARTAVEL INFANTIL EXTRA GRANDE DE 12 A 15 KG (CONF
11052;LENALIDOMIDA 10 MG (REVLIMID)
11156;BRINZOLAMIDA 10 MG/ML SOLUCAO OFTALMICA
11159;ALFA-ALGLICOSIDASE 50 MG (MYOZYME)
11216;CALOGEN 200ML
11231;SUPLEMENTO ALIMENTAR DESTINADO A PACIENTES DIABETICOS (GLUCERNA 1,5KCAL)
11256;NIRMATRELVIR150MG+RITONAVIR100MG COMPRIMIDO
11396;FENOFIBRATO 160 MG (LIPIDIL)
11399;QUETIAPINA (HEMIFUMARATO) 50 MG LIBERACAO PROLONGADA (QUET X
11402;BELIMUMABE 120MG (BENLYSTA)
11403;BELIMUMABE 400MG (BENLYSTA)
11407;IBRUTINIBE 140MG (IMBRUVICA)
11440;BIPERIDENO CLORIDRATO 2MG COMP. (PORT. 344/98 - C1)
11441;ALOGLIPTINA BENZOATO PIOGLITAZONA CLORIDRATO 25 MG 30 MG (NE
11442;TOSILATO DE EDOXABANA 60 MG (LIXIANA)
11454;SAXAGLIPTINA 5 MG (ONGLYZA)
11455;NILOTINIBE 200 MG(TASIGNA)
11461;SIROLIMO 1MG (RAPAMUNE)
11464;INDAPAMIDA 1,5MG (LIBERAC�O PROLONGADA)
11481;OLMESARTANA MEDOXOMILA 40MG (BENICAR)
11482;MODULO DE PROTEINA AVB 100% ISOLADA DO SORO DO LEITE EM PO (NUTREN JUST PROTEIN / WHEY PROTEIN ISOLATE)
11483;ESTOJO PARA INSTRUMENTAL (BROQUEIRO 15 FUROS)
11485;FRALDA DESCARTAVEL GERIATRICA EG- ACIMA DE 90 KG(CONFORT CAR
11489;COMPRESSA DE GAZE ESTERIL10X10 CM 13 FIOS COM FILAMENTO RADI
11490;USTEQUINUMABE 90 MG (STELARA)
11495;ADALIMUMABE 40MG (HYRIMOZ)
11496;SUCCINATO DE SOLIFENACINA 10MG
11498;CARBAMAZEPINA 400 MG COMP LIBERACAO CONTROLADA (TEGRETOL CR)  (PORT. 344/98 - C1)
11508;ACETATO DE OCTREOTIDA 0,1MGML (OCTRIDE)
11509;GALANTAMINA BROMIDRATO 8 MG CAPS DE LIBER PROLON (PORT. 344/98 - C1)
11520;TRIMETAZIDINA 35 MG COMPRIMIDO REVESTIDO DE LIBERACAO PROLON
11525;PEGVISOMANTO 10MG (SOMAVERT)
11526;SUCCINATO DE METOPROLOL 100MG(SELOZOK) LIBERACAO PROLONGADA
11528;DIVALPROATO DE SODIO ER 500 MG COMP REVESTIDO DE LIBERACAO PROLONGADA(DEPAKOTE)  (PORT. 344/98 - C1)
11565;TEMOZOLOMIDA 100MG (TEMODAL)
11569;CLONAZEPAM 2MG COMP. (ZILEPAM) (PORT. 344/98 - B1)
11573;METILFENIDATO CLORIDRATO 20 MG CAPS GELATINOSA DURA COM MICROGRANULOS DE LIBERACAO MODIFICADA (RITALINA LA) (PORT. 344/98 - A3)
11581;ACIDO TRANEXAMICO 250MG (TRANSAMIN)
11590;TRAZODONA CLORIDRATO 50 MG COMP (DONAREN)(PORT. 344/98 - C1)
11591;CLORIDRATO DE OXIBUTININA 5MG (RETEMIC)
11593;BACLOFENO 10MG (BACLOFEN)
11613;BARREIRA PROTETORA PARA OSTOMIA EM FORMA DE PASTA 60G - REF 2650 (COLOPLAST)
11625;DEXLANSOPRAZOL 60 MG CAPSULA DE LIBERACAO RETARDADA (DEXILAN
11627;CUBA RIM ACO INOX 26X12 CM - 750 ML
11631;CICLOSPORINA 100 MG (SANDIMMUN NEORAL)
11659;REDE TUBULAR ELASTICA CALIBRE 4 ( 23MM ) PARA FIXA�AO DE CURATIVO
11660;REDE TUBULAR ELASTICA CALIBRE 6 ( 57MM ) PARA FIXA�AO DE CURATIVO
11662;ESOMEPRAZOL MAGNESICO TRI-HIDRATADO 40MG COMPRIMIDO REVESTID
11671;EPINEFRINA 030 MG03 ML (PENEPIN)
11677;MODULO PROTEINA LATA 250G NUTRI CASEIN
11678;FENTANILA 12,5 MCG ADESIVO TRANSDERMICO
11680;CIPROFIBRATO 100MG (LIPLESS)
11687;LACTULOSE 667MGML 120ML (DUPHALAC)
11709;EZETIMIBASINVASTATINA 10MG40MG (VYTORIN)
11721;VISMODEGIBE 150MG (ERIVEDGE)
11752;TOBRAMICINA 300MG/ 5ML - SOLU��O INALAT�RIA (TOBRAZOL)
11779;INSULINA GLARGINA 300UI/ML SIST APLIC + CARPULE 1,5ML (TOUJEO)
11779;INSULINA GLARGINA 300 UIML (TOUJEO)
11799;FUMARATO DE FORMOTEROL 12 MCG BUDESONIDA 400MCG (ALENIA)
11814;DIVALPROATO DE SODIO 125 MG CAPS (DEPAKOTE SPRINKLE)  (PORT. 344/98 - C1)
11816;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 5MM (JUDICIAL)
11824;VENLAFAXINA CLORIDRATO 75 MG CAPS DE LIBERACAO CONTROLADA  (PORT. 344/98 - C1)
11837;PAROXETINA CLORIDRATO 20 MG (PORT. 344/98 - C1)
11841;GALANTAMINA 16 MG CAPS DE LIBER PROLON  (PORT. 344/98 - C1)
11842;SOMATROPINA 4UI FRAS AMP (HORMOTROP)(PORT. 344/98 - C5)
11873;FRALDA DESCARTAVEL GRANDE (G) DE 70 A 90KG
11945;FIO ORTODONTICO MOREST STANDARD CRNI 016X022
11950;TOXINA BOTULINICA TIPO A 100U (BOTULIM)
11955;MIDOSTAURINA 25 MG (RYDAPT)
12022;CALCADOR DE PAIVA N1
12035;CURETA DE GRACY N� 11-12
12036;CURETA DE GRACY N� 7-8
12077;MALEATO DE TRIMEBUTINA 200MG (TRIMEB)
12078;OXALATO DE ESCITALOPRAM 20 MG COMP (ESC) (PORT. 344/98 - C1)
12079;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 8MM (MEDLEVENSOHN
12082;PREGABALINA 50 MG CAPS (PREBICTAL) (PORT. 344/98 - C1)
12090;CLORIDRATO DE LURASIDONA 80MG (LATUDA)
12095;PASTA PARA SOLDAGEM DE PRATA  MATERIAL PASTOSO SOLVENTE NATURAL COR BRANCO FRASCO 20ML
12133;UNDECILATO DE TESTOSTERONA 250MG/ML AMPOLA 4 ML (NEBIDO) (PORT. 344/98 - C5)
12156;ACIDO ACETILSALICILICO 100MG
12220;ASPIRADOR MOVEL DE SECRECOES
12226;PREGABALINA 75 MG CAPS (INSIT) (PORT. 344/98 - C1)
12236;TICAGRELOR 90MG (BRILINTA)
12237;TRAVOPROSTA 0,04MG FRASCO 2,5ML
12238;CLOZAPINA 100 MG COMP (PORT. 344/98 - C1)
12253;TUBO 35MM TOQUE 30 DISTAL 4 ORTODONTICO ROTH SIMPLES COM G
12297;ARCO PRE-CONTORNADO CRNI SUPERIOR 012- 030MM
12298;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 012 OU 0,30MM
12304;ARCO INTRAORAL PRE-CONTORNADO CRNI SUPERIOR 016 OU 0,40MM
12306;CELECOXIBE 200 MG CAPSULA (COQUES)  (PORT. 344/98 - C1)
12325;LOCAO HIDRATANTE CORPORAL HIPOALERGENICO 400ML (FISIOGEL)
12343;METILFENIDATO CLORIDRATO 10 MG CAPS (RITALINA LA) (PORT. 344/98 - A3)
12347;FRESUBIN PROTEIN ENERGY DRINK 200ML
12354;TRAMADOL CLORIDRATO 100 MG COMP LIBERACAO PROLONGADA (TRAMAL RETARD) (PORT. 344/98 - A2)
12355;OXICODONA CLORIDRATO 10 MG COMP LIBERACAO PROLONGADA (OXYPYNAL) (PORT. 344/98 - A1)
12366;LEITE INTEGRAL EM PO - PACOTE 200G
12367;ENOXAPARINA SODICA 40MG SERINGA PREENCHIDA 0,4ML (JUDICIAL)
12379;HEPARINA SODICA SUINA 5000UIML (HEPAMAX-S)
12381;LEVODOPA 100MG CLORIDRATO DE BENSERAZIDA 25MG (PROLOPA)
12386;ACETAZOLAMIDA 250 MG(DIAMOX)
12390;SUPLEMENTO ALIMENTAR NUTREN 20 CAIXA 200ML
12392;SOLUCAO AQUOSA  ANTISSEPTICA POLIHEXANDIA PHMB BISABOLOL DIMETICONE 250ML
12398;ACETATO DE LEUPRORRELINA 375MG (LECTRUM)
12402;COMPRESSA DE GAZE NAO ESTERIL 75X75 CM 11 FIOS PACOTE COM 50
12411;BROCA CIRURGICA 28MM ZECRYA DE ALTA ROTACAO
12419;METILFENIDATO CLORIDRATO 18 MG COMP REVESTIDO DE LIBERACAO CONTROLADA) (CONCERTA) (PORT. 344/98 - A3)
12420;CURATIVO MEMBRANA  POLIMERO OU ESPUMA COM PRATA 10 CM (+/-2CM) X 10 CM (+/-2CM))
12436;LUVA CIRURGICA ESTERIL N 75 ISENTA DE LATEX E PO (NUZONE X2
12437;GEL COMPOSTO POR CARBOXIMETILCELULOSE COM PROPILENOGLICOL E AGUA 25 G (DEBRIGEL)
12439;GEL PHMB
12459;CURATIVO MEMBRANA DE POLIMERO OU ESPUMA SEM PRATA 10 CM(+/- 2 CM) X 10 CM(+/- 2 CM)- POLYMEN - COAD
12529;TRAZODONA CLORIDRATO 100 MG COMP (DONAREN) (PORT. 344/98 - C1)
12536;SISTEMA DE INFUSAO CONTINUA(MONITOR DE GLICEMIA BOMBA DE IN
12537;CURATIVO TELA NAO ADERENTE LIPIDOCOLOIDE COM PRATA 10 CM(+/- 2) X 10 CM(+/- 2)  URGO- COAD
12545;DIOSMINA 900 MG HESPERIDINA 100 MG (DAFLON)
12552;ENOXAPARINA SODICA 60MG06ML (CLEXANE)
12556;PALMITATO DE PALIPERIDONA 100 MGMLSUSPENSAO DE LIBERACAO PR
12560;SONDA PARA ASPIRACAO TRAQUEAL N 8 SILICONIZADA HIPOALERGENI
12582;MASCARA RESPIRATORIA PARA PARTICULADOS (N95-PFF2 OU EQUIVALE
12692;AZATIOPRINA 50 MG (IMURAN)
12716;MONTELUCASTE SODICO 5 MG (PIEMONTE)
12732;ROSUVASTATINA CALCICA 5MG
12737;TACROLIMO 03MGG (PROTOPIC)
12738;COLCHAO HOSPITALAR PNEUMATICO PVC VINIL HIPOALERGENICO FLEXI
12739;EQUIPAMENTO CONCENTRADOR DE OXIGENIO PORTATIL ACESSORIOS CON
12749;ESPARADRAPO IMPERMEAVEL 10CMX45M- CREMER
12764;ALPINIA ZERUMBET 008MLML (ZICLAGUE)
12767;OMEPRAZOL MAGNESICO 20MG (LOSEC MUPS)
12768;CURATIVO DE ESPUMA HIDROCECULAR /HIDROFILICA PLACA 10CM(+/-2 CM) X10CM(+/-2 CM)  ALLEVYN LIFE - COASA
12771;OCULOS DE PROTECAO (ESCURO)
12774;DIMESILATO DE LISDEXANFETAMINA 30MG (VENVANSE)
12776;DIOSMINAHESPERIDINA 45050MG (DAFLON)
12790;ROSUVASTATINA 20 MG
12791;PREDNISOLONA 10 MGML (OFTPRED)
12807;PROPATILNITRATO 10 MG (SUSTRATE)
12810;QUETIAPINA (HEMIFUMARATO) 300 MG LIBERACAO PROLONGADA (SEROQUEL) PORT. 344/98
12827;SULTHIAME 200 MG (OSPOLOT)
12836;HEMINA 350 MG (PANHEMATIN)
12861;MESALAZINA 800MG (CHRON-ASA 5)
12865;ETEXILATO DE DABIGATRANA 150MG (PRADAXA)
12867;CISTEAMINA BITARTRATO 150 MG (CYSTAGON)
12869;ACETATO DE OCTREOTIDA 30 MG (SANDOSTATIN LAR)
12878;SAPROPTERINA DICLORIDRATO 100 MG COMP SOL�VEL (KUVAN)
12933;PANTOPRAZOL 40MG (ADIPEPT)
12934;CARBONATO DE CALCIOCOLECALCIFEROL 600MG400UI (DOLOTRAT)
12965;FRESUBIN PROTEIN POWDER 300G
12969;INSULINA GLARGINA 100UML (LANTUS)
12978;FRALDA DESCARTAVEL GERIATRICA MEDIA 40 A 70KG (DIGUI SEC PCT
12981;RISPERIDONA 2MG COMP (VIVERDAL)(PORT. 344/98 - C1)
12990;ATEZOLIZUMABE 1200 MG (TECENTRIQ)
13025;VENETOCLAX 100MG (VENCLEXTA)
13086;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 4MM (JUDICIAL)
13087;ACIDO VALPROICO 50 MG/ML SOLU�AO ORAL FRASCO (PORT. 344/98 - C1)
13098;TIRA REATIVA PARA GLICEMIA OKMETER MATCH II- DEMANDA JUDICIA
13101;MONITOR PARA TIRA DE GLICEMIA OKMETER MATCH II- DEMANDA JUDI
13115;LIDOCAINA 5% (TOPERMA)
13119;SONDA URETRAL N6 (EMBRAMED)- DEMANDA JUDICIAL
13120;SONDA URETRAL N10 (EMBRAMED)- DEMANDA JUDICIAL
13121;SONDA URETRAL N12 (EMBRAMED)- DEMANDA JUDICIAL
13125;OLANZAPINA 5MG (ZYPREXA)(PORT. 344/98 - C1)
13127;CURATIVO BOTA DE UNNA 10CM(-25CM) X 6 A 10 M (SKINAGE)- DEM
13131;CICLOSPORINA 50MG (SANDIMMUN NEORAL)
13135;CICLOSPORINA 100 MG
13137;TRAMETINIBE DIMETILSULFOXIDO 05 MG (MEKINIST)
13148;CURATIVO ALVEOLAR COM PROPOLIS 10% IODOFORMIO 5% CERA DE ABELHA E ESPESSANTE
13153;TRASTUZUMABE 440MG (ZEDORA)
13155;ADRENALINA 015 MG03 ML (EPIPEN JR)
13198;CLORIDRATO DE ALECTINIBE 150MG (ALECENSA)
13267;SINVASTATINA 40MG (SINVASTACOR)
13270;HEMIFUMARATO DE QUETIAPINA 100MG (SEROQUEL)
13276;ANFOTERICINA B LIPOSSOMAL 50MG (AMBISOME)
13298;METILFENIDATO CLORIDRATO 36 MG COMP LIBER PROLONGADA (CONCERTA)
13299;RISPERIDONA 50MG (RISPERDAL CONSTA)(PORT. 344/98 - C1)
13300;CLORIDRATO DE DOXORRUBICINA LIPOSSOMAL 2 MGML FR 10 ML (DOX
13301;LOSARTANA POTASSICA 50 MG COMP
13303;RITUXIMABE 500 MG50ML (TRUXIMA)
13305;TRAZODONA CLORIDRATO 150 MG COMP LIBERACAO PROLONGADA (DONAREN)(PORT. 344/98 - C1)
13326;CARBONATO DE LITIO 300 MG COMP (CARBOLITIUM) (PORT. 344/98 - C1)
13327;RIVAROXABANA 20MG (XARELTO)
13332;RIVASTIGMINA 3MG CAPS (EXELON) (PORT. 344/98 - C1)
13333;PIOGLITAZONA CLORIDRATO 15 MG
13336;CLOMIPRAMINA, CLORIDRATO 25 MG DRAGEA (PORT. 344/98 - C1) (ANAFRANIL)  (PORT. 344/98 - C1)
13337;TRIOXIDO DE ARSENIO 2MGML 6ML (TRISENOX)
13341;LEITE EM P� ZERO LACTOSE 300G (ITAMB�)
13344;DECITABINA 50MGML
13346;TRIFLURIDINA TIPIRACILA CLORIDRATO 20 819 MG (LONSURF)
13347;TRIFLURIDINA TIPIRACILA CLORIDRATO 15 614 MG (LONSURF)
13348;SELUMETINIB 10 MG (KOSELUGO)
13396;HIDROCORTISONA ACETATO 6 MG (BASE)
13397;SULFATO DE SALBUTAMOL 100 MCGDOSE SUSPENSAO (AEROLIN)
13398;DOMPERIDONA 1 MGML SUSPENSAO ORAL FRASCO 100 ML (PERIDAL)
13399;EMPAGLIFLOZINA 25 MG (JARDIANCE)
13400;ROSUVASTATINA CALCICA 10 MG (TREZOR)
13401;ETEXILATO DE DABIGATRANA 110MG (PRADAXA)
13409;LACOSAMIDA 200 MG (LACOTEM)
13426;IVABRADINA 5 MG (PROCORALAN)
13522;RESSUSCITADOR CARDIO-PULMONAR TIPO AMBU -ADULTO (COMPOWER)-
13536;LATANOPROSTA 50MCGML (ARULATAN)
13537;DUPILUMABE 200MG (DUPIXENT)
13541;DIASPARTATO DE PASIREOTIDA 06MGML (UPELIOR)
13562;EMPAGLIFLOZINA LINAGLIPTINA 25 MG 5 MG (GLYXAMBI)
13564;VALPROATO DE SODIO + ACIDO VALPROICO 500 MG COM REV LIB PROL (TORVAL)  (PORT. 344/98 - C1)
13565;TRAMADOL CLORIDRATO 37,5 MG + PARACETAMOL 325 MG COMP (REVANGE) ((PORT. 344/98 - A2)
13568;BORTEZOMIBE 35MG (BORTYZ)
13572;SELANTE FIBRINA KIT COM FRASCO DE 3ML COMPOSICAO I FIBRINOGE
13574;HEPARINA SODICA SUINA 5000UI025ML (HEMOFOL)
13579;EZETIMIBA 10MG (EZETROL)
13582;CANABIDIOL 200MGML
13599;FRALDA DESCARTAVEL INFANTIL XXG 14-25 KG (PAMPERS PANTS) PCT
13612;CLORIDRATO DE OXIBUTININA 1 MGML (RETEMIC)
13615;BOLSA COLETORA PARA OSTOMIA INTESTINAL TRANSPARENTE, 70MM, DUAS PE�AS COM CLAMP  REF-47604 (HOLLISTER)
13616;PLACA PROTETORA PARA OSTOMIA INTESTINAL 57 E 65MM REF-47541 (HOLLISTER)
13618;SUPLEMENTO HIPERCALORICO - SUSTAP SENIOR  NOURISH FORTE SAF
13640;LUVA PARA PROCEDIMENTO EM LATEX ISENTA DE P� (TAMANHO M- MEDICAL SYSTEM)
13644;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 6MM (JUDICIAL)
13646;PLACA BASE CONVEX LIGHT 70 MM RECORTE ENTRE 15-53MM REF 11045 (COLOPLAST)
13703;GLICAZIDA 60MG, LIBERA��O PROLONGADA (DIAMICRON MR)
13704;RIVAROXABANA 10MG (XARELTO)
13745;FRALDA TIPO CAL�A GERIATRICA UNISSEX DESCARVEL, TAMANHOS P/M TIPO ROUPA INTIMA- MARCA: BIGFRAL MOVIMENT
13748;ETANERCEPTE 25MG (ENBREL)
13769;BOLSA COLETORA PARA OSTOMIA INTESTINAL, 1 PECA RECORTE 15 - 43MM REF. 15206 (COLOPLAST)
13770;MONTELUCASTE DE SODIO 10MG (PIEMONTE)
13850;DESVENLAFAXINA SUCCINATO MONOIDRATADO 100 MG COMP LIBERA�AO PROLONGADA (DELLER)  (PORT. 344/98 - C1)
13866;SENSOR PARA MONITORIZACAO DO NIVEL DE CONSCIENCIA ADULTO BILATERAL
13919;ALGODAO HIDROFILO ROLO 500G ABSORVENTE (JUDICIAL)
14001;ACIDO FOLICO 0,2 MG/ ML
14002;ALBENDAZOL 40 MG/ML FRASCO
14003;ALBENDAZOL 400 MG COMP.
14004;ALENDRONATO DE SODIO 70 MG
14005;AMOXICILINA 500 MG
14006;ANLODIPINO BESILATO 5 MG
14007;APARELHO PARA MONITORAR GLICEMIA N/A
14008;ATENOLOL 50 MG
14009;BECLOMETASONA DIPROPIONATO 200 MCG
14010;BECLOMETASONA DIPROPIONATO 50 MCG
14011;CARBONATO DE CALCIO + COLICALCIFEROL 600 MG + 400 UI
14012;CEFALEXINA 500 MG
14013;CEFALEXINA 50 MG/ML
14014;CIPROFLOXACINO CLORIDRATO 500 MG
14015;CLORPROMAZINA CLORIDRATO 100 MG COMP (PORT. 344/98 - C1)
14016;DOXAZOSINA MESILATO 2 MG
14017;ENALAPRIL MALEATO 20 MG
14018;FLUOXETINA CLORIDRATO 20 MG CAPS  (PORT. 344/98 - C1)
14019;GLIBENCLAMIDA 5 MG
14020;GLICLAZIDA 30 MG
14021;GLICLAZIDA 60 MG LIBERA��O PROLONGADA
14022;HALOPERIDOL 2 MG/ ML FRASCO  (PORT. 344/98 - C1)
14023;HALOPERIDOL 5 MG COMP (PORT. 344/98 - C1)
14024;LANCETAS PARA PUNCAO DIGITAL UNIDADE
14026;LEVOTIROXINA 25 MG COMPRIMIDO
14027;LIDOCAINA 20MG GELEIA 30G
14028;LORATADINA 1 MGML
14029;METFORMINA CLORIDRATO 500 MG
14030;METILDOPA 250 MG
14031;METRONIDAZOL 100 MG/G BISNAGA 50G GELEIA VAGINAL (10%)
14032;METRONIDAZOL 250 MG COMP.
14033;NORTRIPTILINA CLORIDRATO 25 MG CAPS  (PORT. 344/98 - C1)
14035;PARACETAMOL 200 MGML
14036;PERMETRINA 5%
14037;PREDNISOLONA FOSFATO SODICO 3 MGML
14038;PROMETAZINA CLORIDRATO 25 MG
14039;PROPRANOLOL CLORIDRATO 40 MG
14040;SERINGA PARA INSULINA COM AGULHA FIXA DE 8MM 50 UI
14041;SULFAMETOXAZOL + TRIMETOPRIMA 40 MGML + 8 MGM
14042;SULFATO FERROSO 25 MG/ML
14043;SULFATO FERROSO 25 MGML FE+
14044;SULFATO FERROSO 40 MG
14048;BRIMONIDINA TARTARATO 1,5 MGML
14050;IMUNOGLOBULINA ANTI RH (D) 300 MCG SOLUCAO INJETAVEL
14051;INSULINA ANALOGO ULTRA-RAPIDA 100 UI/ML SOL INJ 3ML
14055;FILGRASTIM 300 MCG
14056;MESILATO DE IMATINIBE 100 MG
14057;RITUXIMABE (TRUXIMA) 100MG10ML
14058;RITUXIMABE 500MG/50ML (TRUXIMA)
14059;TRASTUZUMABE (ONTRUZANT) 150 MG
14060;CLORPROMAZINA CLORIDRATO 40 MG/ ML FRASCO 20 ML ((PORT. 344/98 - C1)
14061;DIAZEPAM 10 MG COMP  (PORT. 344/98 - B1)
14068;F�RMULA INFANTIL DE PARTIDA 0-6 MESES, ISENTO DE GL�TEN 400 G
14070;RIVAROXABANA 2,5MG (XARELTO)
14071;PIRAZINAMIDA 150 MG - COMPRIMIDO DISPERS�VEL
14072;CLOFAZIMINA 100 MG
14073;LEVODOPA 200 MG + BENSERAZIDA 50 MG
